"mpg","cyl","disp","hp","drat","qsec","vs","am","gear","carb","wt_lbs","id","speed_lim","ticket_amount"
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",65,0
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,951
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,1059
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",65,1331
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",65,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",65,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
22.8,4,108,113,3.85,18.61,1,1,4,1,2231,"car_type_3",65,1036
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,1009
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",65,0
